"Customer","Cust Name","Addr 1","Addr 2","City","State","Postal","Country","Cust Tel","Cust Fax","Cust Type","Priority","Cust Vendor No","Ship Via","Ups Act No","Bol Type","Terms","Disc","Line Disc","Pr Cd","Rep1","Comm1","Rep2","Comm2","Rep3","Comm3","Territory","Master Cust","Cust Alias","Controller","Cust Ref1","Cust Ref2","Factor","Factor Cust No","Factor Appr No","Ship Type","Back Order","Fed Tax Id","Tax Exempt","Currency","Def Wh","Price List Id","Order Type","Order Hold","Div","Restrict Order Div","Restrict Style Div","Active","Entered By","Entry Date","Modified By","Modify Date","Terms Description","Credit Line","Cust Ref3","Cust Ref4","Cust Ref5","Sh Rule"
"THECLOSET","THE CLOSET","1-1667 DUFFERRIN CRESCENT NANAIMO","","NANAIMO","BC","V9S5T4","CANADA","999 999-9999","","","C","","","","001","CC","","","LP","A.M","","","","","","","THECLOSET","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"THECLOTHES","THE CLOTHES AND COLOR COLLECTION","1740 TORRANCINA","","EL. DORADO","CA","95762","USA","916-941-2441","650-678-8710","","C","","","","001","CC","","","LP","A.M","","","","","","","THECLOTHES","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"THECLOTHIN","THE CLOTHING MAN","1825 M.L.K. DR","","ATLANTA","GA","30310","USA","404-753-4939","","","C","","","","001","CC","","","LP","MKR","","","","","","","THECLOTHIN","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"THECOLLCLO","THE COLLECTION CLOTHING","9935 SOUTH 76TH AVENUE UNIT A","","BRIDGEVIEW","IL","60455","USA","708-233-9955","773-581-1449","","C","","","","001","CO","","","LP","A.M","","","","","","","THECOLLCLO","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"THECOLLECT","THE COLLECTION","284 STEELMANVILLE ROAD EGG HARBOUR","","TOWNSHIP","NJ","08234","USA","800-537-1832","809-927-4886","","C","","","","001","CC","","","LP","A.M","","","","","","","THECOLLECT","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"THECOURT","THE COURTYARD","320 E MAIN ST","","CARMI","IL","62821","","999 999-9999","","","C","","FEDGROUND","","","CC","","","LP","VCT","","","","","","","THECOURT","","","","","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","21-JUN-17","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"THEFANCYFL","THE FANCY FLAMINGO","640 E. OCEAN AVENUE #20","","BOYNTON BEACH","FL","33435","USA","561-735-8848","","","C","","","","001","30","","","LP","A.M","","","","","","","THEFANCYFL","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"THEFASHIO","THE FASHION GROUP","276 N. MARKET BLVD.","","WEBSTER","FL","33597","USA","352-568-7111","352-568-3265","","C","","","","001","30","","","LP","I.S","","","","","","","THEFASHIO","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"THEHANGER","THE HANGER","423 FIFTH STREET","","ELKO","NV","89801","USA","775-778-9302","","","C","","","","001","CC","","","LP","003","","","","","","","THEHANGER","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"THEJEANS","THE JEANS OUTLET","259 FRANKLIN MILLS CIRCLE","","PHILADELPHIA","PA","19154","USA","215-632-5657","215-632-9637","","C","","","","001","30","","","LP","A.M","","","","","","","THEJEANS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"THELITTLE","THE LITTLE TRAVELER","404 SOUTH THIRD STREET","","GENEVA","IL","60134","USA","630-232-4200","630-232-0970","","C","","","","001","30","","","LP","I.S","","","","","","","THELITTLE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"THEMAGIC","THE MAGIC SCARF COMPANY","127 EASTERN AVENUE LOWER LEVEL","SUITE #2","GLOUCESTER","MA","01930","USA","978-282-8811","978-282-8812","","C","","","","001","CC","","","LP","003","","","","","","","THEMAGIC","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"THEMARSHAL","THE MARSHALL RETAIL GROUP, LLC.","5385 WYNN ROAD","","LAS VEGAS","NV","89118","USA","702-385-5233","702-385-7924","","C","2595","ROUTING","","","C3","","","LP","SOS","","","","","","","THEMARSHAL","","","","","001","","","REGULAR","N","","N","","","","","","","N","N","N","NADIAR","12-OCT-12","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"THEMULLAY","THE MULLAY GROUP INC. CORPORATION","OFFICE FIRST  STREET STATION","SPACE 10670 REHOBOTH AVE.","ROHOBOTH BEACH","DE","19971","USA","302-227-3770","302-227-7558","","C","","","","001","CC","","","LP","A.M","","","","","","","THEMULLAY","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"THENORTHWE","THE NORTHWEST COMPANY LP","ACCOUNTS PAYABLE DEPT","77 MAIN STREET","WINNIPEG","MB","R3C2R1","USA","204-934-1735","204-394-1562","D","C","","","","001","C3","","","LP","MIC","","","","","","","THENORTHWE","","","","","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","VIVIANA","25-AUG-10","EDIOPERATOR","26-DEC-24","CIT NET 30","","","","",""
"THEOLDCANN","THE OLD CANNING COMPANY FACTORY","4789 RT 31","","VERNON","NY","13476","USA","315-829-3091","","","C","","","","001","CC","","","LP","A.M","","","","","","","THEOLDCANN","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"THEOREGON","THE OREGON CONNECTION","PO BOX 457 1125 S.FIRST STREET","","COOS BAY","OR","97420","USA","541-267-7804","541-267-6497","","C","","","","001","CC","","","LP","A.M","","","","","","","THEOREGON","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"THEOUTSIDE","THE OUTSIDE","  CALLE 65 INFANTERIA#35","","ANASCO","PR","00610","PUERTO RICO","787-826-4230","","","C","","","","001","CO","","","LP","A.M","","","","","","","THEOUTSIDE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"THEPINKITT","THE PINKITTY","3655 S.DURANGO#25","","LAS VEGAS","NV","89147","USA","702-360-4022","702-360-0165","","C","","","","001","CC","","","LP","A.M","","","","","","","THEPINKITT","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"THEPIXERY","THE PIXERY","8580 BRANDT PINE","","HUBER HEIGHT","OH","45242","USA","502-648-9457","317-778-3036","","C","","","","001","30","","","LP","A.M","","","","","","","THEPIXERY","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"THEPURPLE","THE PURPLE BUTTERFLY LLC","142 2ND AVENUE NORTH","","FRANKLIN","TN","37064","UNITED STATES","615-905-4160","","","C","","","","","CC","","","LP","","","","","","","","THEPURPLE","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","19-AUG-20","EDIOPERATOR","26-DEC-24","CREDIT CARD","","","","",""
"THERAINBOW","THE RAINBOW ROOM","72 MAIN STREET MIDDLEBURY","","MIDDLEBURY","VT","05753","USA","802-388-6831","802-388-3016","","C","","","","001","30","","","LP","A.M","","","","","","","THERAINBOW","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"THESANDBOX","THE SANDBOX","PO BOX 455","","DAUPHIN ISLAND","AL","36528","USA","999 999-9999","","","C","","","","001","CC","","","LP","A.M","","","","","","","THESANDBOX","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"THESECRET","THE SECRET INGREDIENT INC.","720 EAST MAIN STREET","","RICHMOND","IN","47374","USA","765-966-0990","765-935-0990","","C","","","","001","CC","","","LP","A.M","","","","","","","THESECRET","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"THESILVER","THE SILVER LADY","120 WEST 86 TH STREET (6A)","","NEW YORK","NY","10024","USA","212-362-9016","","","C","","","","001","CO","","","LP","A.M","","","","","","","THESILVER","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"THESIMPLY","THE SIMPLY GOODSITE. COM","PO BOX 19130","","SPOKANE","WA","99219","USA","999 999-9999","","","C","","","","001","CC","","","LP","A.M","","","","","","","THESIMPLY","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"THESPORTZO","THE SPORTS ZONE INC.","5851 AMMENDALE ROAD","","BELTSVILLE","MD","20705","USA","301-527-9100","","","C","","ROUTING","","","C3","","","LP","SOS","","","","","","","THESPORTZO","","","","","001","","","REGULAR","N","","N","","","","","","","N","N","N","ADMIN","30-JUL-12","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"THESWISS","THE SWISS COLONY","1112 7TH AVENUE","PO BOX 2816","MONROE","WI","53566","USA","999 999-9999","","","C","","","","001","C3","","","LP","SUS","","","","","","","THESWISS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","VIVIANA","26-AUG-09","RAFAELM","31-MAR-26","CIT NET 30","","","","",""
"THETRENDSH","THE TRENDS SHOP","DBA ENDLESS SUMMER FASHIONS","1660 VICKI DR.","SEBRING","FL","33870","USA","863-382-9717","","S","C","","","","001","CC","","","LP","CHN","","","","","","","THETRENDSH","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","VIVIANA","10-NOV-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"THETY-B","THE TY-B GROUP","PO BOX 151807","","CAPE CORAL","FL","33915","USA","999 999-9999","","","C","","","","001","CC","","","LP","A.M","","","","","","","THETY-B","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"THEUBERSHO","THE UBER SHOP","6913 AVENUE  K SUITE#309","","PLANO","TX","75026","USA","972-422-7043","866-289-0299","","C","","","","001","CC","","","LP","I.S","","","","","","","THEUBERSHO","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"THEVILLAGE","THE VILLAGE GREEN","SUNNY SIDE MALL BOX 142 BEDFORD","HIGHWAY","BEDFORD","NS","B4A3YA","CANADA","902-835-7221","902-835-9997","","C","","","","001","30","","","LP","A.M","","","","","","","THEVILLAGE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"THEWATCHMA","THE WATCHMAN INC.","PO BOX 29130","","LAUGHLIN","NV","89028","USA","999 999-9999","","","C","","","","001","30","","","LP","A.M","","","","","","","THEWATCHMA","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","RAFAELM","31-MAR-26","NET 30","","","","",""
"THEWATCHPL","THE WATCH PLACE FESTIVAL FLEA MARKET","BOOTH 3 3429 2900 W. SAMPLE ROAD","","POMPANO BEACH","FL","33067","USA","954-975-5999","","","C","","","","001","CO","","","LP","003","","","","","","","THEWATCHPL","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"THEWILDIRI","THE WILD IRIS","101 W. CHICAGO BLVD.","","TECUMSEH","MI","49286","USA","517-424-9453","","","C","","","","001","CC","","","LP","A.M","","","","","","","THEWILDIRI","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"TIENDEC","TIENDEC","AVENIDA 6 DE DICIEMBRE Y STA LUCIA","E1-162","QUITO","00","00000000","ECUADOR","999 999-9999","","D","C","","","","","C4","","","LP","","","","","","","","TIENDEC","","","","","011","","","COMPLETE","C","","N","","","","","","","N","N","Y","MELINA","12-MAR-20","RAFAELM","31-MAR-26","CIT NET 45","","","","",""
"TIFFANY","ETERNITY FASHION","1522 CHESTNWT STREET","","PHILADELPHIA","PA","19102","USA","999 999-9999","","","C","","","","001","30","","","LP","A.M","","","","","","","TIFFANY","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","RAFAELM","31-MAR-26","NET 30","","","","",""
"TIFFANYEPI","TIFFANYS EPIPHANY","181 MAIN STREET","","ANNAPOLIS","MD","21401","USA","410-267-8433","410-956-6635","","C","","","","001","CC","","","LP","A.M","","","","","","","TIFFANYEPI","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"TILLYS","TILLY'S","CORPORATE HEADQUARTERS AND DISTRIBUTION","10 WHATNEY","IRVINE","CA","92618","USA","949-609-5599","949-609-5500","D","C","","","","","C6","","","LP","","","","","","","","TILLYS","","","","","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","NADIAR","15-MAR-13","EDIOPERATOR","11-MAR-25","CIT NET 60","","","","",""
"TIM1111","TIMING TRENDS","34 35 STREET","","BROOKLYN","NY","11232","","999 999-9999","","","C","","","","001","30","","","LP","003","","","","","","","TIM1111","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","18-MAR-08","RAFAELM","31-MAR-26","NET 30","","","","",""
"TIME4ULLC","TIME 4 LLC. MAIMI MERCHANDISE MART","777 NW 72ND AVENUE SUITE 2AA28","","MAIMI","FL","33126","USA","999 999-9999","954-464-3364","","C","","","","001","CO","","","LP","SOS","","","","","","","TIME4ULLC","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","RAFAELM","31-MAR-26","C.O.D.","","","","",""
"TIMEFRANE","TIMEFRAME@LOUNGE","593 BROADWAY @ SOHO","","NEW YORK","NY","10012","USA","212-226-7586","718-653-1907","","C","","","","001","CO","","","LP","003","","","","","","","TIMEFRANE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"TIMEINTERN","TIME INTERNATIONAL CORPS.","4821 N. PULASKI ROAD","","CHICAGO","IL","60630","USA","773-866-9451","773-866-9458","","C","","","","001","CO","","","LP","003","","","","","","","TIMEINTERN","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"TIMELESS","TIMELESS PIECES","7601 CICERO AVE.","","CHICAGO","IL","60652","USA","630-802-7863","","","C","","","","001","CO","","","LP","A.M","","","","","","","TIMELESS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"TIMESQUARE","TIMIE SQUARE SHOES CORP.","C/O $5 SHOE WARHOUSE","53 QUENTIN RD","BROOKLYN","NY","11223","","718-339-5753","718-998-7909","","C","","","","","","","","LP","","","","","","","","TIMESQUARE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","AP","22-MAY-14","SAMMYH","02-NOV-18","","","","","",""
"TIMESWATCH","TIME WATCH USA INC.","1167 BROADWAY BET. 27TH &28TH","","NEW YORK","NY","10001","USA","212-213-6870","","","C","","","","001","30","","","LP","I.S","","","","","","","TIMESWATCH","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"TIMETRADER","TIME TRADING INTERNATIONAL","4537 N. CLARK ST.","","CHICAGO","IL","60640","USA","773-561-3005","773-561-3006","","C","","","","001","30","","","LP","I.S","","","","","","","TIMETRADER","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"TIMEWORLD","TIME WORLD","2560 JOE FIELD RD SUITE#A","","DALLAS","TX","75229","USA","999 999-9999","","","C","","","","001","30","","","LP","I.S","","","","","","","TIMEWORLD","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","RAFAELM","31-MAR-26","NET 30","","","","",""
"TIMINGMEXI","TIMING TRENDS MEXICO","XXXX","","XXX","XX","XXXXX","MEXICO","999 999-9999","","","C","","","","001","30","","","LP","003","","","","","","","TIMINGMEXI","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","VIVIANA","04-MAY-09","RAFAELM","31-MAR-26","NET 30","","","","",""
"TIMINGTREN","TIMING TRENDS","1407 BROADWAY","SUITE 2400","NEW YORK","NY","10018","USA","212-213-6870","","","C","","","","001","30","","","LP","003","","","","","","","TIMINGTREN","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"TINABOUTIQ","TINAS BOUTIQUE","250 S.W. 1ST STREET","","GRIMES","IO","50111","USA","515-986-4419","515-986-4919","","C","","","","001","30","","","LP","A.M","","","","","","","TINABOUTIQ","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"TINCUP","TIN CUP","464 OLD SMIZER MILL","","FENTON","MO","63026","USA","999 999-9999","","","C","","","","001","","","","LP","003","","","","","","","TINCUP","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","RAFAELM","31-MAR-26","","","","","",""
"TIRAMISU","TIRAMISU","207 NORTH MAIN","","MITCHELL","SD","57301","USA","605-996-7478","605-770-8203","","C","","","","001","CC","","","LP","I.S","","","","","","","TIRAMISU","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"TIRANZARIK","UNIVERSAL GIFT CENTER","6530 LANKERSHIM BLVD #R NORTH","","NORTH HOLLYWOOD","CA","91606","USA","818-752-0832","","","C","","","","001","CO","","","LP","A.M","","","","","","","TIRANZARIK","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","C.O.D.","","","","",""
"TJK","TJK ENTERPRISES INC.","4077 GLENCOE AVE. UNIT 325 MARINA","","DEL KEY","CA","90292","USA","310-306-0600","310-306-0604","","C","","","","001","30","","","LP","A.M","","","","","","","TJK","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","02-APR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"TJMAXX","TJ MAXX","P.O. BOX 9126","","FRAMINGHAM","MA","01701","","774-308-3407","","D","C","3081","ROUTING","","","X6","","","LP","","","","","","","","TJMAXX","","","3","2","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","SHIPPING2","05-JUN-15","RAFAELM","22-JUN-26","CIT ROG NET 60","","","","",""
"TJXAU","TJX AUSTRALIA PTY LIMITED","LEVEL 3, 189 O'RIORDAN ST","","MASCOT NSW",".","2020","AUSTRALIA","999 999-9999","","","C","","FEDGROUND","","","","","","LP","SUS","","","","","","","TJXAU","","","0","0","","","","REGULAR","N","","N","","","","","","","N","N","N","ADMIN","12-OCT-18","RAFAELM","31-MAR-26","","","","","",""
"TJXAUSTRAL","TJX AUSTRALIA PTY LIMITED","LEVEL 3 189 O RIORDAN ST","","MASCOT NSW","AU","2020","AUSTRALIA","999 999-9999","","D","C","","FEDGROUND","","","X6","","","LP","","","","","","","","TJXAUSTRAL","","","","","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","15-OCT-18","RAFAELM","12-JUN-26","CIT ROG NET 60","","","","",""
"TJXC","TJX CANADA","XXXXX","XXXX","XXXX","","XXXX","CANADA","XX","XX","","C","","","","","","","","LP","","","","","","","","TJXC","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","AP","01-APR-14","SAMMYH","02-NOV-18","","","","","",""
"TJXECOM"," TJMAXX.COM","3860 E HOLMES ROAD- SUITE 101","MEMPHIS OAKS, BLDG 3","MEMPHIS","TN","38118","","774-308-3407","","D","C","3081","ROUTING","","","6C","","","LP","","","","","","","","TJXECOM","","","3","2","001","","","COMPLETE","C","","N","","","","","","","N","N","Y","ISAAC","24-MAY-23","RAFAELM","22-JUN-26","CIT NET 60","","","","",""
